Sample Type,File Name,Comment,Path,Filepath,Method,Process Method,Position,Inj Vol
Unknown,MT_20230807_062,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_062.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:D6,2
Unknown,MT_20230807_063,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_063.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:D7,2
Unknown,MT_20230807_064,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_064.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:D7,2
Unknown,MT_20230807_065,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_065.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:D8,2
Unknown,MT_20230807_066,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_066.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:D8,2
Unknown,MT_20230807_067,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_067.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:D9,2
Unknown,MT_20230807_068,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_068.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:D9,2
Unknown,MT_20230807_069,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_069.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E1,2
Unknown,MT_20230807_070,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_070.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E1,2
Unknown,MT_20230807_071,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_071.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E2,2
Unknown,MT_20230807_072,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_072.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E2,2
Unknown,MT_20230807_073,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_073.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E3,2
Unknown,MT_20230807_074,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_074.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E3,2
Pooled,MT_20230807_075,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_075.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A4,2
Pooled,MT_20230807_076,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_076.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A4,2
Unknown,MT_20230807_077,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_077.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E4,2
Unknown,MT_20230807_078,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_078.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E4,2
Unknown,MT_20230807_079,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_079.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E5,2
Unknown,MT_20230807_080,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_080.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E5,2
Unknown,MT_20230807_081,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_081.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E6,2
Unknown,MT_20230807_082,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_082.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E6,2
Unknown,MT_20230807_083,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_083.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E7,2
Unknown,MT_20230807_084,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_084.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E7,2
Unknown,MT_20230807_085,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_085.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E8,2
Unknown,MT_20230807_086,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_086.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E8,2
Unknown,MT_20230807_087,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_087.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:E9,2
Unknown,MT_20230807_088,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_088.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:E9,2
Unknown,MT_20230807_089,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_089.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F1,2
Unknown,MT_20230807_090,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_090.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F1,2
Unknown,MT_20230807_091,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_091.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F2,2
Unknown,MT_20230807_092,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_092.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F2,2
Unknown,MT_20230807_093,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_093.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F3,2
Unknown,MT_20230807_094,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_094.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F3,2
Unknown,MT_20230807_095,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_095.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F4,2
Unknown,MT_20230807_096,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_096.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F4,2
Pooled,MT_20230807_097,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_097.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A4,2
Pooled,MT_20230807_098,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_098.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A4,2
Unknown,MT_20230807_099,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_099.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F5,2
Unknown,MT_20230807_100,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_100.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F5,2
Unknown,MT_20230807_101,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_101.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F6,2
Unknown,MT_20230807_102,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_102.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F6,2
Unknown,MT_20230807_103,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_103.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F7,2
Unknown,MT_20230807_104,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_104.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F7,2
Unknown,MT_20230807_105,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_105.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F8,2
Unknown,MT_20230807_106,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_106.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F8,2
Unknown,MT_20230807_107,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_107.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:F9,2
Unknown,MT_20230807_108,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_108.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:F9,2
Unknown,MT_20230807_109,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_109.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B1,2
Unknown,MT_20230807_110,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_110.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B1,2
Unknown,MT_20230807_111,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_111.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B2,2
Unknown,MT_20230807_112,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_112.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B2,2
Unknown,MT_20230807_113,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_113.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B3,2
Unknown,MT_20230807_114,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_114.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B3,2
Unknown,MT_20230807_115,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_115.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B4,2
Unknown,MT_20230807_116,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_116.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B4,2
Unknown,MT_20230807_117,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_117.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B5,2
Unknown,MT_20230807_118,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_118.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B5,2
Unknown,MT_20230807_119,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_119.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B6,2
Unknown,MT_20230807_120,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_120.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B6,2
Unknown,MT_20230807_121,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_121.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,R:B7,2
Unknown,MT_20230807_122,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_122.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,B:B7,2
Pooled,MT_20230807_123,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_123.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A4,2
Pooled,MT_20230807_124,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_124.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A4,2
QC,MT_20230807_125,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_125.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A3,2
QC,MT_20230807_126,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/MT_20230807_126.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A3,2
Solvent_Blank,Sol_blank_20230807_003,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/Sol_blank_20230807_003.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A6,2
Solvent_Blank,Sol_blank_20230807_004,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/Sol_blank_20230807_004.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A6,2
Process_Blank,Blank_20230807_005,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/Blank_20230807_005.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\03222022_MT_HILIC_neg_Aria_FS_60k_20min,,Y:A1,2
Process_Blank,Blank_20230807_006,1,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/,/Users/mitchjo/Datasets/ForPCPFM/MerckLipidomics_Batch1/HILICneg_RPpos/Blank_20230807_006.raw,C:\Xcalibur\methods\MT\Metabolomics-Lipidomics-Aria\20220322_MT_RPpos_Aria_FS_60Kres_20min,,G:A1,2
