Sample Type,File Name,Sample ID,Comment,Path,Instrument Method,Process Method,Position,Inj Vol,Filepath,Method,batch,file_no,instrument
unknown,MT_20210731_097,90138_2_249161_A8_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_097.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,523,IDX
unknown,MT_20210731_098,90138_2_249161_A8_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_098.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,524,IDX
unknown,MT_20210731_099,90138_6_249148_D7_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_099.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,525,IDX
unknown,MT_20210731_100,90138_6_249148_D7_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_100.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,526,IDX
unknown,MT_20210731_101,90142_2_249145_G6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_101.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,527,IDX
unknown,MT_20210731_102,90142_2_249145_G6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_102.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,528,IDX
unknown,MT_20210731_103,90142_7_249149_H6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_103.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,529,IDX
unknown,MT_20210731_104,90142_7_249149_H6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_104.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,530,IDX
unknown,MT_20210731_105,90142_3_249141_F6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_105_20210802063003.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,531,IDX
unknown,MT_20210731_106,90142_3_249141_F6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_106.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,532,IDX
unknown,MT_20210731_107,90142_1_249145_I3_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:F9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_107.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,533,IDX
unknown,MT_20210731_108,90142_1_249145_I3_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:F9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_108.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,534,IDX
unknown,MT_20210731_109,90142_6_249159_I6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_109.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,535,IDX
unknown,MT_20210731_110,90142_6_249159_I6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_110.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,536,IDX
unknown,MT_20210731_111,90173_2_249137_H7_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_111.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,537,IDX
unknown,MT_20210731_112,90173_2_249137_H7_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_112.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,538,IDX
unknown,MT_20210731_113,90173_1_249137_A6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_113.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,539,IDX
unknown,MT_20210731_114,90173_1_249137_A6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_114.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,540,IDX
unknown,MT_20210731_115,90173_6_249138_F1_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_115.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,541,IDX
unknown,MT_20210731_116,90173_6_249138_F1_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_116.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,542,IDX
unknown,MT_20210731_117,90173_3_249144_B1_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_117.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,543,IDX
unknown,MT_20210731_118,90173_3_249144_B1_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_118.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,544,IDX
unknown,MT_20210731_119,90174_6_249148_H6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_119.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,545,IDX
unknown,MT_20210731_120,90174_6_249148_H6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_120.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,546,IDX
unknown,MT_20210731_121,90174_2_249141_G7_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_121.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,547,IDX
unknown,MT_20210731_122,90174_2_249141_G7_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_122.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,548,IDX
unknown,MT_20210731_123,90174_1_249156_I6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_123.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,549,IDX
unknown,MT_20210731_124,90174_1_249156_I6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_124.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,550,IDX
unknown,MT_20210731_125,90174_3_249157_H7_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:A9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_125.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,551,IDX
unknown,MT_20210731_126,90174_3_249157_H7_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:A9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_126.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,552,IDX
unknown,MT_20210731_127,90174_7_249149_E1_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_127.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,553,IDX
unknown,MT_20210731_128,90174_7_249149_E1_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_128.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,554,IDX
unknown,MT_20210731_129,90203_7_249143_A4_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_129.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,555,IDX
unknown,MT_20210731_130,90203_7_249143_A4_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_130.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,556,IDX
unknown,MT_20210731_131,90203_6_249138_E6_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_131.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,557,IDX
unknown,MT_20210731_132,90203_6_249138_E6_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_132.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,558,IDX
unknown,MT_20210731_133,90203_1_249137_F7_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_133.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,559,IDX
unknown,MT_20210731_134,90203_1_249137_F7_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_134.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,560,IDX
unknown,MT_20210731_135,90203_2_249140_E3_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_135.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,561,IDX
unknown,MT_20210731_136,90203_2_249140_E3_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_136.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,562,IDX
unknown,MT_20210731_137,90203_3_249149_I2_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_137.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,563,IDX
unknown,MT_20210731_138,90203_3_249149_I2_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_138.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,564,IDX
pooled,MT_20210731_139,Pooled_Sample_20210731_6_007,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,R:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_139.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,565,IDX
pooled,MT_20210731_140,Pooled_Sample_20210731_6_008,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,R:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_140.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,566,IDX
unknown,MT_20210731_141,90232_6_249139_C2_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_141.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,567,IDX
unknown,MT_20210731_142,90232_6_249139_C2_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_142.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,568,IDX
unknown,MT_20210731_143,90232_1_249140_F2_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_143.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,569,IDX
unknown,MT_20210731_144,90232_1_249140_F2_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_144.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,570,IDX
unknown,MT_20210731_145,90232_3_249150_H2_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:B9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_145.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,571,IDX
unknown,MT_20210731_146,90232_3_249150_H2_002,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,B:B9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_146.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,6,572,IDX
unknown,MT_20210731_147,90232_7_249142_I5_001,6,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 6,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,B:C1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch6_07312021_MT___MT_20210731_147.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,6,573,IDX
